GeneID	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20
Gene_1274	-7.57546	-7.74817	-7.48327	-8.09263	-7.83639	-7.70142	-7.54572	-7.35104	-8.38053	-7.62866	-8.0785	-8.51326	-7.94235	-7.73755	-7.68044	-7.67125	-7.47436	-8.1121	-7.7692	-7.86919
Gene_1275	-11.2249	-11.0464	-11.4767	-11.4815	-10.9805	-10.6813	-11.2758	-11.3408	-11.4534	-11.3955	-11.2298	-11.2102	-11.3236	-11.0502	-10.982	-10.7901	-11.0744	-11.6925	-10.9685	-10.6953
Gene_1276	-15.1205	-14.7699	-15.0219	-15.2219	-15.0785	-15.0431	-15.1927	-15.1548	-15.3085	-15.2131	-15.3514	-14.9903	-15.2966	-15.2131	-15.4534	-15.231	-15.3945	-15.3951	-14.8034	-15.2003
Gene_1277	-8.8157	-9.11721	-9.10525	-9.01919	-8.86077	-8.99582	-9.14989	-9.11006	-9.11521	-9.16601	-8.78714	-8.70226	-8.84089	-9.10643	-8.92156	-8.95421	-9.25444	-9.23386	-9.14057	-8.67587
Gene_1278	-16.0976	-16.0976	-16.0976	-16.0976	-16.0976	-16.0976	-16.0976	-16.0976	-16.0976	-16.0976	-16.0976	-16.0976	-16.0976	-16.0976	-16.0976	-16.0976	-16.0976	-16.0976	-16.0976	-16.0976
Gene_1279	-16.7244	-17.1117	-16.8598	-17.1371	-16.5985	-17.0776	-16.3993	-17.1257	-17.0174	-17.0016	-16.7847	-17.0563	-16.9501	-16.7968	-16.8905	-16.614	-16.8167	-17.006	-16.8948	-16.6873
Gene_1280	-12.3325	-12.3273	-12.09	-12.1697	-12.5078	-12.5615	-12.2226	-12.5765	-12.307	-12.1925	-12.4121	-12.5975	-12.1578	-12.3167	-12.5234	-12.305	-12.108	-12.4188	-12.3728	-12.6811
Gene_1281	-11.1966	-11.1179	-11.0927	-11.5226	-11.0182	-11.6844	-11.3759	-11.1474	-11.4328	-11.4202	-11.583	-10.7753	-11.3365	-11.5218	-11.3649	-11.3321	-11.0567	-11.5909	-11.1441	-11.0505
Gene_1282	-15.3813	-15.1501	-15.6451	-15.4727	-15.0325	-15.6155	-15.573	-15.582	-15.8424	-15.749	-15.4644	-15.6474	-15.4805	-15.5146	-15.5883	-14.9104	-15.4795	-14.7848	-15.4042	-15.3323
Gene_1283	-14.441	-14.3993	-14.4789	-14.8024	-14.6183	-14.4687	-14.8223	-14.8378	-14.4161	-14.4337	-14.5776	-14.5005	-14.3801	-14.2743	-14.8316	-14.4006	-14.7777	-14.6642	-14.4241	-14.523
Gene_1284	-15.6282	-15.3804	-15.218	-15.7737	-15.5757	-15.5174	-15.7115	-15.6015	-15.7031	-15.7674	-15.7058	-15.5337	-15.3305	-15.6133	-15.4361	-15.5438	-15.2333	-15.3841	-15.539	-15.4806
Gene_1285	-11.9534	-11.9415	-11.4776	-11.9956	-11.7936	-12.1411	-11.8261	-12.0381	-12.2526	-11.8768	-11.9771	-11.8736	-11.8649	-11.9591	-12.3187	-12.0144	-11.9059	-12.0182	-11.7617	-11.6956
Gene_1286	-13.7132	-12.9695	-13.0292	-13.8448	-13.1808	-13.2488	-13.2014	-13.4082	-13.2941	-13.1549	-13.3895	-13.3954	-13.1848	-13.4087	-13.5318	-13.1276	-13.0984	-13.1965	-13.3816	-13.1825
Gene_1287	-14.5265	-14.6063	-14.6635	-14.6512	-14.6449	-14.6287	-14.6883	-14.671	-14.5651	-14.7237	-14.6885	-14.6576	-14.5815	-14.6595	-14.5717	-14.3587	-14.6228	-14.4711	-14.3438	-14.5598
Gene_1288	-13.899	-13.4951	-13.6345	-14.1181	-14.0435	-13.3722	-13.6644	-13.6695	-13.3399	-13.3828	-14.0612	-13.5098	-13.5379	-13.7076	-13.2874	-13.2192	-13.381	-13.9722	-13.6324	-13.1867
Gene_1289	-9.8835	-9.78413	-10.107	-10.3543	-9.99554	-9.82934	-10.4678	-10.2683	-9.86061	-10.0257	-10.3392	-9.87743	-9.8194	-10.3824	-9.7471	-10.3889	-10.1327	-10.173	-10.2389	-9.62436
Gene_1290	-13.3861	-13.323	-13.3537	-13.5558	-13.6279	-13.6871	-13.3889	-13.3872	-13.6711	-13.6212	-13.7244	-13.4356	-13.4843	-13.4196	-13.5237	-13.5763	-13.6196	-13.6563	-13.4428	-13.4707
Gene_1291	-13.5985	-13.8321	-13.4637	-13.6594	-13.6293	-13.7121	-13.7401	-13.6115	-13.4988	-13.4344	-13.9064	-13.5469	-13.4565	-13.6571	-13.5776	-13.5847	-13.4037	-13.96	-13.6995	-13.6197
Gene_1292	-14.5655	-14.2362	-14.4464	-14.359	-14.2136	-14.4828	-14.5455	-14.435	-14.5558	-14.3292	-14.429	-14.6135	-14.5277	-14.3937	-14.3514	-14.3205	-14.3633	-14.2669	-14.1148	-14.2315
Gene_1293	-8.93183	-8.72601	-8.46935	-8.68176	-8.69845	-9.03714	-8.61729	-8.71246	-8.60457	-8.9538	-9.06531	-8.63353	-8.87173	-8.87762	-9.07622	-8.4568	-8.7593	-8.41077	-8.50047	-8.49646
Gene_1294	-11.3607	-11.7145	-11.4889	-11.7249	-11.9726	-11.7137	-11.7704	-11.4523	-12.3595	-11.7927	-12.3205	-11.6194	-11.9861	-11.4739	-11.3255	-11.5196	-11.7009	-12.2844	-11.8199	-11.0652
Gene_1295	-9.31622	-9.54227	-9.57781	-9.91124	-9.67997	-9.98635	-9.96474	-9.75415	-9.83387	-9.82422	-10.0494	-9.75287	-9.48367	-9.62311	-9.57976	-9.65852	-9.58806	-9.92964	-9.4475	-9.63357
Gene_1296	-12.3053	-12.525	-12.2623	-12.6601	-12.4589	-12.3879	-12.2953	-12.2082	-12.5358	-12.0955	-12.8252	-12.2362	-12.8444	-12.2991	-12.0582	-12.3879	-12.4513	-12.4649	-12.359	-12.1642
Gene_1297	-17.5679	-17.6148	-18.0566	-18.0777	-18.0423	-17.9973	-17.9746	-18.0625	-17.0067	-17.653	-17.6979	-16.7639	-18.0098	-17.9873	-16.6919	-18.0565	-18.0093	-17.2349	-17.8388	-18.0091
Gene_1298	-14.6409	-14.9297	-14.311	-14.6792	-14.4768	-14.4346	-14.9242	-14.1503	-14.5746	-14.4019	-14.589	-14.5416	-14.2786	-14.7393	-14.4265	-14.2843	-14.3369	-14.522	-14.4609	-14.3064
Gene_1299	-12.9294	-12.3118	-12.3903	-12.4237	-12.7265	-12.6384	-13.0358	-12.803	-12.9293	-12.4436	-13.1707	-13.1382	-12.8432	-13.1804	-12.4407	-12.9378	-12.783	-12.9933	-12.7875	-12.5368
Gene_1300	-9.61964	-9.36047	-9.59327	-9.68378	-9.53989	-9.46187	-9.62322	-9.39851	-9.95912	-9.78126	-9.64371	-9.47624	-9.4944	-9.89488	-9.6604	-9.64401	-9.31484	-9.88539	-9.30312	-9.54946
Gene_1302	-11.1719	-11.1316	-11.3869	-11.2575	-11.0078	-11.1944	-11.4208	-11.3785	-11.2339	-11.573	-11.4791	-11.4663	-10.9451	-11.4185	-11.1006	-10.7975	-10.8099	-11.2466	-11.2484	-11.0471
Gene_1303	-10.0756	-9.65973	-9.74614	-10.1847	-9.87585	-10.0695	-10.0643	-10.1356	-10.0094	-9.73249	-10.1238	-9.9309	-9.505	-9.98683	-9.8748	-9.75437	-9.93078	-10.0119	-9.86087	-9.92585
Gene_1304	-16.3186	-16.3501	-16.3096	-16.3439	-16.35	-16.2916	-16.2995	-16.3314	-16.3463	-16.3642	-16.3163	-16.3413	-16.3037	-16.3329	-16.3166	-16.3201	-16.346	-16.3329	-16.333	-16.3142
Gene_1305	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677
Gene_1306	-3.81759	-3.74115	-3.57617	-4.03343	-3.91232	-4.26148	-4.17735	-4.29388	-3.63703	-3.78809	-4.36351	-3.97612	-4.01014	-3.90783	-3.85278	-3.98549	-3.73578	-3.51674	-4.559	-3.46939
Gene_1307	-13.2597	-13.4236	-13.3963	-13.6956	-13.2355	-13.2452	-13.0935	-13.5155	-13.7428	-13.5553	-13.6177	-13.3537	-13.1833	-13.5263	-13.7861	-13.3712	-13.4795	-13.5758	-13.4179	-13.1933
Gene_1308	-14.8689	-15.2116	-15.501	-15.9194	-15.6984	-15.457	-15.3329	-14.9261	-15.5458	-15.7505	-15.3451	-15.5619	-15.072	-15.2864	-15.6838	-15.2397	-15.481	-15.5563	-15.7884	-15.4806
Gene_1309	-12.8335	-13.1104	-13.0176	-13.4709	-12.577	-12.8235	-13.1938	-12.9341	-13.2313	-12.5613	-12.9231	-12.8533	-12.4603	-13.1951	-12.8751	-13.1848	-13.2288	-13.0636	-13.1054	-12.9281
Gene_1310	-10.6199	-10.1796	-10.21	-10.4569	-10.4048	-10.4346	-10.8977	-10.5963	-10.5337	-10.4378	-10.6411	-10.5625	-10.1319	-10.6925	-10.4631	-10.361	-10.4567	-10.5016	-9.98439	-10.5037
Gene_1311	-15.5098	-15.5098	-15.5098	-15.5098	-15.5098	-15.5098	-15.5098	-15.5098	-15.5098	-15.5098	-15.5098	-15.5098	-15.5098	-15.5098	-15.5098	-15.5098	-15.5098	-15.5098	-15.5098	-15.5098
Gene_1312	-9.01272	-9.20631	-9.15536	-9.59478	-9.24874	-9.14754	-9.34925	-9.54955	-9.46885	-9.27627	-9.53452	-8.76045	-9.45928	-9.43315	-9.11991	-9.35892	-9.44431	-8.86939	-8.95306	-9.02457
Gene_1313	-17.8051	-17.85	-17.7067	-17.7166	-18.0012	-17.6798	-17.9783	-18.0084	-17.959	-18.0119	-18.0245	-17.8206	-17.6853	-17.9825	-17.9661	-18.0063	-17.8364	-18.0675	-18.0679	-17.9898
Gene_1314	-13.6392	-13.7735	-13.8584	-13.6444	-13.5515	-13.5017	-13.5881	-13.7841	-13.6548	-13.7443	-13.7101	-13.5232	-13.4604	-13.6524	-13.6293	-13.4261	-13.6584	-13.568	-13.6175	-13.6093
Gene_1315	-12.9192	-13.0121	-12.9569	-13.1639	-13.5984	-13.2748	-13.2089	-13.1049	-13.3811	-12.8037	-13.3045	-12.7036	-13.1245	-13.4019	-13.2299	-13.5136	-12.5761	-13.3321	-13.052	-12.7823
Gene_1316	-8.9024	-8.86189	-8.85276	-8.8962	-9.043	-8.9508	-8.33769	-8.43953	-8.97125	-8.65374	-8.86506	-8.92995	-8.8268	-9.01132	-8.83417	-8.72089	-8.75235	-8.85972	-8.75069	-8.60447
Gene_1317	-13.6702	-13.2591	-13.854	-13.6324	-13.32	-14.0553	-13.988	-13.5716	-13.8463	-14.044	-14.177	-13.555	-13.6535	-13.7059	-14.018	-13.4775	-13.5572	-13.7434	-13.5596	-13.2945
Gene_1318	-13.6184	-13.6117	-13.8382	-13.6032	-13.5835	-13.7423	-13.7547	-13.6534	-13.9041	-13.6995	-13.9632	-13.74	-13.8142	-13.7357	-13.5392	-13.3979	-13.6532	-13.6174	-13.8561	-13.7238
Gene_1319	-14.1772	-14.397	-14.2649	-14.3755	-14.2773	-14.493	-14.435	-14.2569	-14.3591	-14.0685	-14.4971	-14.4016	-14.3406	-14.1383	-14.3729	-14.2647	-14.0664	-14.3859	-14.3876	-14.2579
Gene_1320	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876
Gene_1321	-14.797	-14.6788	-14.6313	-15.3499	-14.7612	-14.893	-15.2685	-15.205	-14.8539	-15.1185	-15.141	-15.1859	-15.1502	-14.7627	-15.2589	-14.7964	-14.4245	-14.6322	-14.9326	-14.463
Gene_1322	-6.91633	-6.28756	-6.55842	-6.78717	-6.38585	-6.19764	-6.34069	-6.68259	-6.47198	-6.67614	-6.66209	-6.59492	-6.74261	-6.36154	-6.50858	-6.29931	-6.37738	-6.64922	-6.14548	-6.73802
Gene_1323	-13.6965	-13.5274	-13.8606	-13.718	-13.7051	-13.7717	-14.021	-13.9214	-13.8142	-13.7756	-13.9993	-13.8852	-13.8533	-13.8919	-13.8292	-13.6956	-13.7668	-13.7122	-14.1057	-13.4497
Gene_1324	-11.4026	-10.7373	-10.8764	-11.0432	-11.1949	-11.1676	-11.1014	-11.3261	-10.8504	-11.4057	-11.4764	-11.1312	-11.1882	-11.177	-11.1641	-10.9696	-11.1779	-10.8507	-10.7418	-10.8451
Gene_1325	-14.7128	-14.2114	-14.1183	-14.6846	-14.5369	-14.1118	-14.2979	-14.9086	-14.3531	-14.5116	-14.2461	-14.4997	-14.5646	-14.4366	-14.0843	-14.0016	-14.3248	-14.5887	-14.3547	-14.4912
Gene_1326	-12.5892	-12.5009	-12.5589	-12.7259	-12.5259	-12.5406	-13.0451	-12.6744	-12.876	-12.7486	-12.7287	-12.9383	-12.3372	-12.6327	-12.7584	-12.5584	-12.7841	-12.8711	-12.5594	-12.6011
Gene_1327	-14.2453	-14.2273	-14.3228	-14.3658	-13.7755	-14.1468	-14.299	-14.224	-14.1887	-13.818	-14.2549	-14.1528	-14.0839	-14.4076	-14.2418	-14.1269	-14.1977	-14.1552	-13.8644	-13.9743
Gene_1328	-15.8274	-15.8319	-15.7464	-15.9645	-15.9323	-15.5837	-15.6598	-15.611	-15.8161	-16.0618	-15.9416	-15.7049	-15.7987	-15.8826	-15.8924	-15.6508	-15.9024	-16.0003	-15.9134	-15.798
Gene_1329	-11.7588	-11.9872	-12.0641	-12.051	-12.022	-12.0321	-11.6304	-12.351	-11.7528	-11.9407	-11.6132	-11.7594	-11.8161	-12.1892	-12.2792	-11.827	-12.2057	-12.1134	-12.4265	-11.9288
Gene_1330	-15.4934	-15.6114	-15.452	-15.7207	-15.7267	-15.6386	-15.6542	-15.568	-15.7109	-15.6315	-15.6836	-15.65	-15.7663	-15.6622	-15.6304	-15.6778	-15.706	-15.5823	-15.5335	-15.5874
Gene_1331	-10.2631	-10.2062	-10.6237	-10.2172	-10.3453	-10.9127	-10.496	-10.4343	-10.2538	-10.225	-10.6957	-10.5549	-10.6762	-10.264	-10.2843	-9.8555	-10.1218	-10.2513	-10.4028	-9.99431
Gene_1332	-11.1003	-11.2701	-11.065	-11.525	-10.8073	-11.5596	-11.5858	-11.3664	-11.7264	-11.569	-11.4611	-10.6924	-11.0212	-11.4725	-11.3494	-11.1898	-11.2674	-11.6512	-11.2748	-11.0564
Gene_1333	-15.9203	-15.9203	-15.9203	-15.9203	-15.9203	-15.9203	-15.9203	-15.9203	-15.9203	-15.9203	-15.9203	-15.9203	-15.9203	-15.9203	-15.9203	-15.9203	-15.9203	-15.9203	-15.9203	-15.9203
Gene_1334	-15.6314	-15.6314	-15.6314	-15.6314	-15.6314	-15.6314	-15.6314	-15.6314	-15.6314	-15.6314	-15.6314	-15.6314	-15.6314	-15.6314	-15.6314	-15.6314	-15.6314	-15.6314	-15.6314	-15.6314
Gene_1335	-9.92024	-9.57485	-9.5536	-9.75249	-9.46547	-10.2524	-9.89475	-10.2129	-9.89346	-9.45203	-9.73546	-9.81005	-9.52346	-9.82638	-9.72615	-9.72054	-9.45332	-9.72692	-9.38001	-9.50653
Gene_1336	-10.3651	-10.0978	-9.73851	-10.0843	-10.3016	-10.0466	-10.2582	-9.89038	-10.5153	-10.2808	-10.11	-10.0251	-10.0768	-10.2403	-9.81489	-10.017	-9.7454	-10.286	-10.0056	-9.88723
Gene_1337	-14.4795	-14.6072	-14.7582	-14.5908	-14.6304	-14.5539	-14.5142	-14.7938	-14.6157	-14.1915	-14.6389	-14.645	-14.3478	-14.6479	-14.4732	-14.5788	-14.4452	-14.5729	-14.5016	-14.2989
Gene_1338	-13.8411	-13.8484	-13.8257	-14.3129	-13.6181	-14.0434	-14.1524	-13.6286	-13.8328	-13.7593	-14.3569	-13.8218	-14.0267	-13.5716	-14.0691	-13.6782	-13.5135	-13.513	-13.5452	-13.7654
Gene_1339	-14.2919	-14.3149	-14.1644	-14.5306	-14.4042	-14.3351	-14.3803	-14.2579	-14.2633	-14.3774	-14.589	-14.3089	-14.3934	-14.3591	-14.2163	-14.1641	-14.3731	-14.4812	-14.2192	-14.3152
Gene_1340	-9.30977	-9.15765	-9.21758	-9.28918	-8.92828	-9.18425	-9.32647	-9.19814	-9.10651	-9.5014	-9.20956	-9.26668	-9.05399	-9.26341	-9.32877	-9.13544	-8.94096	-9.4429	-9.45142	-9.26324
Gene_1341	-10.7826	-10.8299	-10.571	-10.9061	-10.2331	-11.2177	-11.1522	-10.8833	-11.4542	-11.1016	-10.9626	-10.937	-10.8311	-10.629	-10.4798	-10.9618	-10.933	-10.9976	-10.5691	-11.0759
Gene_1342	-11.8265	-11.8752	-11.8602	-11.951	-11.9146	-11.8505	-12.0057	-11.9781	-12.0943	-12.2074	-11.846	-11.8833	-11.9877	-11.9441	-11.7353	-11.9619	-11.7273	-12.065	-11.7671	-11.4326
Gene_1343	-16.0387	-16.0387	-16.0387	-16.0387	-16.0387	-16.0387	-16.0387	-16.0387	-16.0387	-16.0387	-16.0387	-16.0387	-16.0387	-16.0387	-16.0387	-16.0387	-16.0387	-16.0387	-16.0387	-16.0387
Gene_1344	-16.4066	-16.2967	-16.3681	-16.6341	-16.3577	-16.5873	-16.6423	-16.4973	-16.4718	-16.4412	-16.7149	-16.5035	-16.5285	-16.5149	-16.417	-16.4933	-16.5941	-16.5438	-16.7203	-16.528
Gene_1345	-10.4657	-10.4945	-10.3399	-10.5504	-10.3854	-10.7376	-10.7269	-10.3123	-10.2964	-10.3022	-11.1007	-10.3881	-10.5039	-10.1078	-10.7571	-10.0242	-10.4368	-10.4538	-10.6468	-10.328
Gene_1346	-8.08576	-8.0568	-8.27093	-8.68465	-8.41497	-7.89669	-8.80723	-8.34878	-8.31917	-8.35059	-8.27294	-8.04179	-8.30624	-8.28024	-8.12852	-8.62516	-7.99753	-8.67865	-8.15998	-8.06922
Gene_1348	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677	-18.0677
Gene_1349	-10.8893	-11.4838	-11.483	-11.5565	-11.3318	-11.4895	-11.2261	-11.3653	-11.7006	-11.5729	-11.6988	-11.6862	-11.3126	-11.7432	-10.9198	-11.5395	-11.3199	-11.2867	-11.2565	-11.1699
Gene_1350	-13.8013	-13.8563	-14.0532	-14.4877	-14.0605	-14.0125	-14.406	-14.0678	-14.0546	-14.1135	-13.7964	-14.2638	-13.7029	-14.1678	-14.0295	-13.8905	-14.2778	-14.1046	-14.2869	-13.9505
Gene_1351	-15.9609	-15.962	-15.964	-15.9611	-15.9601	-15.9615	-15.9631	-15.9622	-15.962	-15.9623	-15.9614	-15.9631	-15.9591	-15.9602	-15.9616	-15.9615	-15.9629	-15.9628	-15.9629	-15.9591
Gene_1352	-11.2952	-11.2106	-11.1165	-11.6482	-11.087	-11.1537	-11.0065	-11.4984	-11.3602	-10.8498	-11.3125	-11.7568	-11.3158	-11.3527	-11.191	-11.1643	-10.6817	-11.264	-11.4426	-11.0035
Gene_1353	-17.2716	-17.2716	-17.2716	-17.2716	-17.2716	-17.2716	-17.2716	-17.2716	-17.2716	-17.2716	-17.2716	-17.2716	-17.2716	-17.2716	-17.2716	-17.2716	-17.2716	-17.2716	-17.2716	-17.2716
Gene_1354	-10.1825	-10.988	-10.6109	-10.6136	-10.9256	-10.4217	-10.6788	-10.3774	-10.4055	-10.4704	-11.0188	-10.3705	-10.5651	-10.7003	-10.83	-10.5294	-11.1731	-10.4815	-10.6117	-10.8115
Gene_1355	-14.6897	-14.8218	-14.468	-14.5613	-14.4866	-14.7628	-14.6106	-14.6656	-14.7062	-14.4333	-14.644	-14.6501	-14.6134	-14.8251	-14.7355	-14.7235	-14.6127	-14.5511	-14.7977	-14.5443
Gene_1356	-8.22254	-8.27866	-8.77056	-8.29465	-8.55099	-8.48843	-8.66331	-8.22948	-8.32766	-8.22334	-9.07152	-8.2864	-7.77292	-8.77362	-8.0476	-8.62197	-8.51763	-8.44157	-8.03469	-7.91625
Gene_1357	-14.2842	-14.1672	-13.3027	-14.4139	-13.9758	-13.8827	-13.8885	-13.8978	-13.6862	-13.5887	-14.1864	-13.3303	-14.155	-13.674	-13.8086	-14.4905	-13.8209	-14.2317	-13.582	-13.8203
Gene_1358	-10.0674	-10.2257	-9.89948	-9.82809	-10.6507	-10.5808	-10.7587	-10.7354	-10.8343	-10.2696	-10.6381	-10.3215	-10.0038	-11.0681	-10.482	-10.435	-10.4182	-10.6871	-10.3879	-10.4746
Gene_1359	-14.7233	-14.7343	-14.8656	-15.0213	-14.7782	-14.4621	-14.5824	-14.9836	-14.9698	-14.0632	-14.9902	-14.7261	-14.7911	-14.727	-13.6663	-14.9159	-14.5434	-15.149	-14.6953	-14.2962
Gene_1360	-16.4413	-16.4413	-16.4413	-16.4413	-16.4413	-16.4413	-16.4413	-16.4413	-16.4413	-16.4413	-16.4413	-16.4413	-16.4413	-16.4413	-16.4413	-16.4413	-16.4413	-16.4413	-16.4413	-16.4413
Gene_1361	-15.0318	-15.0318	-15.0318	-15.0318	-15.0318	-15.0318	-15.0318	-15.0318	-15.0318	-15.0318	-15.0318	-15.0318	-15.0318	-15.0318	-15.0318	-15.0318	-15.0318	-15.0318	-15.0318	-15.0318
Gene_1362	-13.8102	-12.7962	-13.082	-13.3759	-13.274	-12.9618	-13.4998	-12.9987	-13.6872	-13.0509	-13.5443	-13.4342	-13.3372	-13.0915	-13.3724	-13.2313	-12.5008	-13.2067	-12.9741	-12.8404
Gene_1363	-18.3527	-18.2377	-17.972	-18.2553	-17.452	-18.2144	-18.2034	-17.9758	-18.1744	-18.2525	-18.2705	-18.2001	-18.2206	-17.9278	-18.185	-17.7119	-18.2204	-17.8417	-18.0799	-18.2203
Gene_1364	-10.2211	-9.79395	-9.97895	-10.1964	-10.3227	-9.92539	-10.3284	-10.2452	-10.1609	-9.84707	-10.1292	-9.84898	-9.97555	-10.4158	-9.96463	-10.1196	-9.57532	-10.2161	-10.2605	-9.87115
Gene_1365	-13.8283	-13.34	-13.1442	-13.5762	-13.3488	-13.5623	-13.1966	-13.4493	-13.3112	-13.9594	-13.5997	-13.3454	-13.6923	-13.2261	-13.6742	-13.2555	-13.2576	-13.3711	-13.1277	-13.2037
Gene_1367	-17.7694	-17.7694	-17.7694	-17.7694	-17.7694	-17.7694	-17.7694	-17.7694	-17.7694	-17.7694	-17.7694	-17.7694	-17.7694	-17.7694	-17.7694	-17.7694	-17.7694	-17.7694	-17.7694	-17.7694
Gene_1368	-17.0512	-17.1611	-16.1695	-16.8226	-17.1596	-16.7111	-16.8772	-16.9855	-16.7992	-16.8152	-17.0384	-16.1409	-17.125	-16.8931	-17.046	-16.3093	-16.9203	-16.4541	-16.7111	-16.5474
Gene_1369	-16.4077	-16.4077	-16.4077	-16.4077	-16.4077	-16.4077	-16.4077	-16.4077	-16.4077	-16.4077	-16.4077	-16.4077	-16.4077	-16.4077	-16.4077	-16.4077	-16.4077	-16.4077	-16.4077	-16.4077
Gene_1370	-12.8968	-12.792	-12.7048	-13.0862	-12.7158	-12.954	-12.825	-12.8328	-12.8448	-13.0463	-12.7546	-12.7113	-12.592	-13.132	-12.742	-12.5665	-12.5973	-12.7641	-12.5496	-12.8282
Gene_1371	-14.0903	-13.8203	-13.778	-13.9165	-13.6417	-13.7666	-13.7803	-13.8446	-13.8965	-13.8643	-13.8658	-13.6252	-13.7054	-13.9213	-13.9618	-13.8888	-13.9808	-14.0703	-13.734	-13.7473
Gene_1372	-11.9284	-11.8147	-11.8574	-11.8351	-11.7701	-12.0445	-12.3514	-11.6731	-12.3001	-12.4378	-12.2117	-12.041	-12.2125	-12.5535	-12.1885	-11.9328	-12.0664	-12.4145	-12.0847	-11.9646
Gene_1373	-15.5371	-15.5371	-15.5371	-15.5371	-15.5371	-15.5371	-15.5371	-15.5371	-15.5371	-15.5371	-15.5371	-15.5371	-15.5371	-15.5371	-15.5371	-15.5371	-15.5371	-15.5371	-15.5371	-15.5371
Gene_1374	-10.0795	-10.4526	-10.6619	-10.5002	-10.4704	-10.6235	-10.4022	-10.4906	-10.4477	-10.623	-10.7799	-10.8973	-10.4917	-10.7983	-10.4492	-10.4733	-10.4938	-10.6923	-10.172	-10.6875
Gene_1375	-15.3993	-15.4341	-15.5358	-15.5781	-15.1588	-15.2559	-15.3594	-15.4737	-15.8155	-15.5673	-16.225	-15.5173	-15.5187	-15.7422	-15.7479	-15.613	-15.4364	-15.7672	-15.1469	-14.7831
Gene_1376	-16.1097	-15.6198	-16.0303	-15.8972	-16.071	-16.0345	-15.961	-15.833	-15.9676	-15.9925	-15.9734	-16.067	-15.9372	-15.9717	-15.8171	-15.7779	-16.0988	-15.7713	-15.9857	-15.8315
Gene_1377	-11.7029	-11.8605	-12.4229	-11.8788	-11.7658	-11.9006	-11.6489	-12.0501	-12.0445	-12.1467	-12.1881	-11.923	-12.1125	-12.0164	-12.027	-12.0341	-12.0378	-11.9015	-12.1798	-11.977
Gene_1378	-16.2529	-16.2349	-16.3307	-16.2713	-16.3163	-16.6314	-16.5202	-16.5054	-16.2792	-16.5141	-16.5445	-16.6092	-16.3702	-16.439	-16.5855	-16.5876	-16.4583	-16.4904	-15.9575	-16.4581
Gene_1379	-10.7332	-10.4664	-10.5786	-10.9024	-10.9178	-10.7875	-11.0328	-10.428	-10.8148	-10.5671	-10.9435	-10.6884	-10.7427	-10.6231	-10.4997	-10.4584	-10.4522	-10.5753	-10.5107	-10.516
Gene_1380	-8.90714	-8.81556	-8.67858	-9.05489	-8.63704	-9.099	-9.10606	-9.21701	-9.07665	-9.04828	-8.82802	-8.74144	-8.13876	-8.71247	-8.72597	-8.91729	-8.57953	-9.01788	-8.88913	-8.12916
Gene_1381	-10.4468	-10.1307	-10.2679	-10.8497	-10.1195	-10.3234	-10.5629	-9.99095	-10.733	-10.0288	-10.6194	-10.3368	-10.8778	-10.3865	-10.516	-10.5585	-10.3689	-10.4807	-10.0243	-10.3116
Gene_1382	-15.9513	-15.9513	-15.9513	-15.9513	-15.9513	-15.9513	-15.9513	-15.9513	-15.9513	-15.9513	-15.9513	-15.9513	-15.9513	-15.9513	-15.9513	-15.9513	-15.9513	-15.9513	-15.9513	-15.9513
Gene_1383	-15.0077	-14.5797	-14.5761	-14.8314	-14.9572	-14.7791	-14.523	-14.9965	-14.9362	-14.6117	-15.1608	-14.945	-14.936	-14.9364	-14.5068	-14.7499	-14.9802	-15.0627	-14.744	-15.2729
Gene_1384	-11.7812	-11.2944	-11.4624	-11.6783	-11.8841	-12.0386	-11.5107	-11.404	-11.8109	-11.7384	-11.5581	-11.446	-11.3136	-11.4169	-11.4339	-11.3169	-11.2835	-12.0615	-10.9967	-11.306
Gene_1385	-14.0773	-14.1116	-13.8801	-14.0231	-13.6937	-13.8103	-13.8102	-14.1863	-13.9301	-13.9624	-14.0027	-13.9697	-13.8055	-13.9341	-13.7531	-13.8171	-13.9093	-13.6556	-13.8428	-13.6112
Gene_1386	-9.06267	-9.31925	-8.99933	-9.27682	-9.00009	-9.24763	-8.87676	-9.06504	-9.45222	-9.03514	-9.50989	-9.2867	-9.15049	-9.02216	-9.21873	-9.42332	-9.26998	-9.35564	-8.97456	-8.89922
