GeneID	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20
Gene_1712	-13.7566	-13.8464	-13.7739	-13.7829	-13.5823	-13.929	-13.7783	-13.7515	-13.6242	-13.7361	-13.589	-13.6794	-13.7907	-13.5828	-13.8039	-13.8216	-13.7668	-13.8282	-13.591	-13.7876
Gene_1713	-15.7915	-15.8141	-15.7063	-16.2747	-15.8755	-16.1785	-16.3245	-16.2678	-16.092	-15.9643	-16.2465	-15.1925	-16.0863	-15.6063	-16.0989	-16.4226	-15.995	-16.3475	-16.0818	-15.9719
Gene_1714	-14.1315	-13.5757	-14.2849	-14.0185	-13.941	-13.8781	-14.1389	-14.2582	-14.5452	-14.4088	-14.5434	-13.9634	-14.3277	-13.8163	-14.2239	-14.3	-14.302	-14.1912	-14.3869	-13.7605
Gene_1715	-11.5643	-11.8884	-11.6235	-11.4925	-11.6442	-11.3776	-11.6703	-11.7786	-11.0605	-11.8513	-11.7488	-11.3744	-11.4395	-11.9189	-11.5871	-11.8443	-11.219	-11.7298	-11.1711	-11.5831
Gene_1716	-6.63964	-6.49489	-6.1457	-6.60357	-6.47192	-6.16662	-6.83913	-6.62151	-6.53388	-6.42044	-6.31046	-6.32836	-6.4742	-6.27366	-6.36986	-6.18582	-6.58961	-6.23718	-6.32781	-6.82549
Gene_1717	-13.2313	-13.0747	-13.1347	-13.2155	-13.3315	-13.3601	-13.3802	-13.1349	-13.1309	-13.4655	-13.1507	-13.1995	-13.2236	-13.1711	-13.4198	-13.2809	-12.9638	-13.3199	-13.3246	-13.5184
Gene_1718	-8.21157	-8.17423	-8.13947	-7.97066	-8.29285	-8.48946	-8.25804	-8.33451	-8.38912	-8.1821	-8.44215	-8.00554	-7.97463	-8.21755	-8.51533	-8.25408	-8.35956	-8.69532	-8.22643	-8.30286
Gene_1719	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368
Gene_1720	-16.0138	-16.0626	-16.1089	-16.1149	-16.0735	-15.9506	-16.1253	-16.1135	-16.0447	-16.0221	-16.1148	-16.0052	-16.12	-16.07	-16.0841	-16.1108	-16.0272	-16.0925	-16.1192	-16.059
Gene_1721	-12.7843	-12.4978	-12.9008	-12.7077	-12.9468	-12.7346	-13.2118	-12.7858	-12.8302	-12.8761	-13.0622	-12.9515	-12.6213	-12.8884	-13.178	-13.0745	-13.0822	-12.8061	-12.8642	-13.0801
Gene_1722	-15.6708	-15.6708	-15.6708	-15.6708	-15.6708	-15.6708	-15.6708	-15.6708	-15.6708	-15.6708	-15.6708	-15.6708	-15.6708	-15.6708	-15.6708	-15.6708	-15.6708	-15.6708	-15.6708	-15.6708
Gene_1723	-7.96527	-7.86774	-8.17298	-8.13789	-8.12272	-8.11364	-8.08312	-7.69647	-7.86778	-8.16698	-7.99831	-8.12034	-8.18152	-7.86916	-7.85454	-7.98256	-8.22157	-7.56606	-8.23207	-7.89059
Gene_1724	-12.2079	-12.1618	-12.0885	-12.6401	-11.8149	-12.0348	-12.5263	-12.2348	-11.7653	-12.1699	-12.307	-12.0833	-11.9673	-12.2512	-12.1726	-12.1179	-12.4226	-12.0615	-12.2096	-12.3595
Gene_1725	-9.48392	-9.76531	-9.77125	-9.69563	-9.77816	-9.90326	-9.73799	-9.51292	-10.001	-9.56345	-9.80106	-9.58396	-9.85592	-9.65539	-9.41398	-9.79606	-9.57499	-9.77554	-9.77198	-10.0234
Gene_1726	-10.7009	-10.9016	-11.1003	-10.4199	-10.5266	-10.7597	-10.8129	-10.536	-10.18	-10.5801	-10.7563	-10.4759	-10.8289	-10.9767	-10.7873	-10.5799	-10.4134	-10.2233	-10.0061	-10.6055
Gene_1727	-11.3161	-10.9929	-11.4728	-11.5306	-11.7222	-11.6989	-11.8267	-11.3263	-11.2857	-11.2235	-11.9072	-11.209	-11.094	-11.401	-11.2747	-11.5341	-11.4096	-11.3879	-10.9339	-11.7332
Gene_1728	-17.1385	-16.8498	-16.6569	-17.0245	-17.1087	-16.8495	-17.052	-16.5335	-17.0407	-16.9837	-17.1185	-16.7934	-17.0381	-17.0076	-17.044	-16.6631	-16.9968	-16.3824	-16.7917	-17.0751
Gene_1729	-13.9095	-13.8004	-14.1721	-14.222	-14.1176	-14.1498	-13.9934	-14.0108	-13.8884	-14.2916	-14.2067	-14.0976	-14.0999	-13.8521	-14.272	-14.1186	-13.9761	-14.2101	-13.9811	-14.3094
Gene_1730	-13.2797	-13.2162	-12.7164	-12.9227	-13.2165	-12.9309	-12.9832	-13.1037	-12.5227	-12.9536	-13.6595	-13.0539	-13.1437	-12.8387	-13.1764	-12.4528	-13.0845	-12.9401	-13.2541	-13.1042
Gene_1731	-15.2472	-15.2472	-15.2472	-15.2472	-15.2472	-15.2472	-15.2472	-15.2472	-15.2472	-15.2472	-15.2472	-15.2472	-15.2472	-15.2472	-15.2472	-15.2472	-15.2472	-15.2472	-15.2472	-15.2472
Gene_1732	-14.5882	-14.4934	-14.4364	-14.4205	-14.6343	-14.4603	-14.3024	-14.597	-14.4505	-14.4573	-14.4923	-14.2718	-14.3415	-14.3519	-14.4915	-14.4754	-14.4051	-14.5626	-14.4066	-14.6828
Gene_1733	-16.5402	-16.7434	-16.7597	-16.5649	-16.7627	-16.4877	-16.588	-16.6965	-16.5785	-16.3939	-16.7703	-16.7087	-16.445	-16.5508	-16.7137	-16.763	-16.4062	-16.7295	-16.443	-16.6075
Gene_1734	-12.5141	-12.5539	-12.6349	-12.5316	-12.6298	-12.6483	-12.5185	-12.5054	-12.364	-12.5246	-12.6008	-12.3996	-12.4234	-12.3929	-12.741	-12.6311	-12.6853	-12.627	-12.6205	-12.5626
Gene_1735	-13.3759	-13.0976	-13.2276	-13.0668	-13.1843	-13.0181	-13.3321	-13.4297	-13.0506	-13.2785	-13.3635	-13.4397	-13.0133	-13.175	-13.3518	-12.6031	-12.9646	-13.0993	-13.4036	-13.123
Gene_1736	-17.0752	-17.3556	-16.1397	-17.282	-16.7025	-17.3552	-17.3166	-16.8809	-17.3025	-17.2299	-17.0437	-17.2981	-16.911	-17.2606	-17.3066	-17.3871	-17.2467	-17.3329	-16.9073	-17.3453
Gene_1737	-10.1459	-10.4467	-10.6536	-10.1605	-10.2344	-10.1171	-10.5476	-10.2925	-10.6614	-9.84088	-10.4695	-10.2116	-9.98878	-10.3083	-10.4063	-10.0358	-10.3952	-10.5992	-10.2541	-10.7898
Gene_1738	-14.4775	-14.4456	-14.5302	-14.5882	-14.5622	-14.6363	-14.6825	-14.6435	-14.6095	-14.5337	-14.7637	-14.6641	-14.4608	-14.627	-14.5556	-14.6161	-14.6444	-14.4725	-14.6032	-14.5977
Gene_1739	-14.1766	-14.1987	-14.2108	-14.1841	-14.2029	-14.1987	-14.193	-14.1973	-14.1606	-14.1812	-14.1784	-14.169	-14.1788	-14.1643	-14.1999	-14.203	-14.1803	-14.183	-14.159	-14.2006
Gene_1740	-12.131	-12.1905	-12.4689	-12.4008	-11.9915	-12.3933	-12.6412	-12.179	-12.4873	-12.3753	-12.1949	-12.1691	-12.3538	-12.3316	-12.1101	-12.3538	-12.2784	-12.3392	-12.0847	-12.5858
Gene_1741	-11.5407	-11.5604	-11.6669	-11.5232	-11.4296	-11.5739	-11.5785	-11.575	-11.4449	-11.5581	-11.7047	-11.4015	-11.7189	-11.511	-11.7939	-11.2544	-11.4273	-11.6714	-11.5475	-11.3093
Gene_1742	-12.1949	-12.2132	-11.6904	-12.1927	-12.3918	-12.1624	-11.7827	-11.9345	-12.0946	-12.0125	-12.4904	-12.1699	-12.2009	-12.2246	-12.3745	-12.6847	-12.192	-12.4667	-12.0516	-12.391
Gene_1743	-16.2898	-16.2898	-16.2898	-16.2898	-16.2898	-16.2898	-16.2898	-16.2898	-16.2898	-16.2898	-16.2898	-16.2898	-16.2898	-16.2898	-16.2898	-16.2898	-16.2898	-16.2898	-16.2898	-16.2898
Gene_1744	-16.8142	-16.8142	-16.8142	-16.8142	-16.8142	-16.8142	-16.8142	-16.8142	-16.8142	-16.8142	-16.8142	-16.8142	-16.8142	-16.8142	-16.8142	-16.8142	-16.8142	-16.8142	-16.8142	-16.8142
Gene_1745	-12.3092	-12.0095	-11.8833	-12.2861	-12.1553	-12.2678	-12.053	-12.2917	-11.6639	-12.469	-12.4588	-12.1406	-12.2599	-11.8374	-12.4492	-12.1408	-12.2705	-12.2923	-12.1082	-12.0509
Gene_1746	-14.6047	-14.7771	-14.7711	-14.6345	-14.5776	-14.4127	-14.5885	-14.3866	-14.5586	-14.1427	-14.5086	-14.1723	-14.7913	-14.6538	-14.7438	-14.4838	-14.6918	-14.5141	-14.6637	-14.541
Gene_1747	-12.8481	-12.8442	-12.2807	-12.8052	-12.3706	-12.7432	-12.8329	-12.6708	-12.3984	-12.8578	-12.8768	-12.9726	-12.1313	-12.7963	-12.6534	-13.1241	-12.6969	-12.8243	-12.6054	-12.7519
Gene_1748	-16.0708	-16.0708	-16.0708	-16.0708	-16.0708	-16.0708	-16.0708	-16.0708	-16.0708	-16.0708	-16.0708	-16.0708	-16.0708	-16.0708	-16.0708	-16.0708	-16.0708	-16.0708	-16.0708	-16.0708
Gene_1749	-9.21063	-8.98414	-9.00361	-8.55469	-8.50859	-9.2476	-9.21869	-9.10816	-9.14702	-9.24453	-9.26002	-8.70991	-8.82049	-9.04429	-9.05358	-9.31146	-8.63376	-9.25805	-9.00168	-8.98329
Gene_1750	-9.52066	-9.55278	-9.92747	-10.0417	-9.87543	-10.2854	-9.84038	-9.83854	-9.71987	-9.75471	-9.96103	-9.89526	-9.838	-9.76948	-9.99561	-9.63038	-9.52181	-10.2303	-10.0272	-9.89985
Gene_1751	-9.46911	-9.55584	-9.53767	-9.19194	-9.30641	-9.69328	-9.82548	-9.53838	-9.52705	-9.51234	-9.2406	-9.22743	-9.50967	-8.99046	-9.90528	-9.40561	-9.46596	-9.79879	-9.49087	-10.0351
Gene_1752	-15.1524	-15.0129	-15.1221	-15.0825	-15.0666	-15.1331	-15.1061	-15.0158	-15.0028	-15.1463	-15.1936	-15.0307	-15.0003	-15.0039	-15.0369	-15.1855	-15.0588	-15.0867	-14.9984	-15.1567
Gene_1753	-11.5023	-11.3601	-11.0262	-11.3736	-11.2261	-11.397	-11.6331	-11.5538	-11.4056	-11.7508	-11.2183	-11.789	-11.8039	-10.9038	-11.5945	-11.5496	-11.3864	-11.7008	-11.4042	-11.2922
Gene_1754	-12.5545	-12.7332	-12.8401	-12.3363	-12.3002	-12.9334	-12.9189	-12.6838	-12.3757	-12.5343	-12.6654	-12.3978	-12.704	-12.5303	-12.843	-12.567	-12.7999	-12.6324	-12.5738	-12.5697
Gene_1755	-10.7362	-10.3021	-10.7936	-10.5207	-10.3573	-10.3843	-10.5248	-10.3862	-10.6763	-10.6353	-10.613	-10.6568	-10.7849	-10.1102	-10.2365	-10.4766	-10.2683	-10.4637	-9.70228	-10.5015
Gene_1756	-8.63837	-8.63048	-8.65758	-8.60165	-8.74134	-8.97407	-9.15466	-8.80555	-8.78403	-8.71046	-9.05455	-8.70591	-8.92834	-8.63792	-8.68769	-9.04954	-8.95768	-8.79889	-8.60669	-8.86243
Gene_1757	-8.02381	-8.09811	-8.23031	-8.40061	-8.08095	-8.26715	-8.29429	-8.09748	-8.18445	-8.33978	-7.96406	-8.11677	-8.35443	-8.39986	-8.5458	-8.1003	-8.16895	-8.44827	-8.53714	-8.23045
Gene_1758	-13.4316	-13.1418	-13.4678	-13.4359	-13.342	-13.3819	-13.3999	-13.2595	-13.3874	-13.4259	-13.4858	-13.378	-13.4527	-13.3711	-13.6354	-13.463	-13.4204	-13.3834	-13.3388	-13.5098
Gene_1759	-14.5249	-14.541	-14.5632	-14.5527	-14.532	-14.53	-14.5652	-14.5296	-14.5403	-14.5482	-14.5618	-14.5504	-14.5671	-14.5651	-14.5632	-14.5645	-14.5514	-14.5468	-14.5501	-14.5768
Gene_1760	-14.6757	-14.6826	-14.7541	-14.6922	-14.6855	-14.7372	-14.7507	-14.7661	-14.7613	-14.7599	-14.7471	-14.7019	-14.7214	-14.6987	-14.6882	-14.8299	-14.7102	-14.6493	-14.6442	-14.7865
Gene_1761	-16.6286	-17.2441	-17.2755	-17.1546	-17.2813	-15.921	-17.197	-16.7198	-16.7628	-17.0895	-17.2956	-16.7554	-16.3809	-16.6905	-17.1848	-16.8998	-17.1107	-17.2168	-17.1723	-17.2318
Gene_1762	-16.2611	-16.8019	-16.8212	-16.7488	-16.5117	-16.6395	-16.6072	-16.7455	-16.2709	-16.7124	-16.8338	-16.5918	-16.761	-16.5609	-16.5988	-16.8252	-16.5496	-16.7853	-16.5904	-16.6311
Gene_1763	-11.4864	-11.3675	-11.2058	-11.4627	-11.3116	-11.4183	-11.3876	-11.5599	-11.4464	-11.3496	-11.6054	-11.8225	-10.8209	-11.2715	-11.1789	-11.1602	-11.1982	-11.5218	-11.2218	-11.2256
Gene_1764	-13.7468	-13.4911	-13.4504	-13.7829	-13.6038	-13.7005	-13.6213	-13.6313	-13.8039	-13.5894	-13.9497	-13.3077	-13.5388	-13.8346	-13.5917	-13.3792	-13.6808	-13.5273	-13.6877	-13.9132
Gene_1765	-12.0131	-12.0018	-11.866	-12.0207	-11.8169	-12.1562	-11.6531	-12.2399	-11.8217	-12.144	-11.4067	-12.0142	-12.1545	-12.0008	-12.2628	-12.1308	-12.1168	-11.9344	-11.9847	-12.2007
Gene_1766	-11.4526	-11.8149	-11.649	-11.6404	-11.8171	-12.0634	-11.6307	-11.6774	-11.9846	-11.9991	-12.3282	-11.4708	-11.7303	-11.4414	-12.2736	-11.6183	-11.6217	-11.9965	-11.6546	-11.6765
Gene_1767	-9.63547	-10.0928	-9.64193	-9.51057	-9.91607	-9.47368	-9.86068	-9.86793	-10.1183	-9.9098	-9.77172	-9.44286	-9.80194	-9.92288	-10.137	-9.57468	-9.60685	-10.035	-9.98246	-9.92463
Gene_1768	-13.3531	-12.8052	-13.081	-12.9181	-13.4848	-13.0226	-13.0671	-13.1705	-12.7441	-13.0458	-13.4046	-12.7038	-12.9463	-12.555	-12.824	-12.9249	-12.8796	-12.8954	-13.1101	-12.8513
Gene_1769	-16.9626	-16.9625	-16.9625	-16.9626	-16.9626	-16.9625	-16.9626	-16.9626	-16.9625	-16.9626	-16.9625	-16.9626	-16.9626	-16.9625	-16.9625	-16.9626	-16.9625	-16.9625	-16.9626	-16.9626
Gene_1770	-10.2926	-10.407	-10.4811	-10.1933	-10.1528	-10.3083	-10.4718	-10.4253	-10.0287	-10.7206	-10.3878	-9.94437	-10.2555	-10.3555	-9.97602	-10.1449	-10.1258	-9.91474	-10.4498	-10.7349
Gene_1771	-9.99681	-9.72821	-10.1669	-9.73688	-9.61143	-10.0545	-9.92258	-9.99718	-10.0327	-10.0254	-10.4585	-9.57162	-10.1723	-9.78982	-10.303	-9.60845	-9.84141	-9.29088	-10.0464	-10.2064
Gene_1772	-12.0569	-12.0252	-12.0542	-12.0665	-12.036	-11.8763	-11.7576	-11.4147	-11.8026	-11.9041	-12.214	-12.1359	-11.8211	-12.0516	-11.8592	-11.7941	-12.1768	-12.2838	-11.6533	-11.761
Gene_1773	-8.09615	-7.8332	-8.06598	-8.00237	-8.67196	-8.36996	-8.30758	-8.25882	-7.99658	-8.28695	-8.60147	-7.74376	-8.48407	-8.21153	-8.15978	-8.14772	-8.17603	-8.03957	-8.60679	-8.31402
Gene_1774	-10.5752	-10.4616	-10.2982	-10.5824	-10.0123	-10.6115	-10.3568	-10.0143	-10.3313	-10.1373	-10.4329	-9.78642	-10.4208	-10.248	-10.9749	-10.7615	-10.5552	-10.1743	-10.5948	-10.6118
Gene_1775	-15.5613	-15.6743	-16.1126	-15.9817	-15.6073	-15.6738	-16.0278	-15.6755	-16.009	-15.9103	-16.1341	-16.1569	-16.1581	-16.1124	-16.1669	-15.8529	-16.0958	-15.9058	-15.7078	-16.2123
Gene_1776	-11.7729	-12.1881	-11.9276	-11.8803	-12.0318	-12.3061	-11.8343	-12.1351	-11.4251	-12.001	-12.3022	-12.0172	-12.077	-11.8807	-11.8451	-11.9222	-11.8321	-11.8788	-11.7928	-12.1353
Gene_1777	-11.1912	-10.9044	-11.2721	-10.6062	-11.1399	-11.0683	-10.9962	-10.8032	-10.3594	-11.2676	-11.1338	-11.0543	-11.0274	-10.7286	-10.7913	-11.3587	-11.0535	-10.7934	-10.8644	-11.1057
Gene_1778	-15.2914	-15.2913	-15.2913	-15.2913	-15.2913	-15.2913	-15.2913	-15.2913	-15.2913	-15.2913	-15.2913	-15.2913	-15.2913	-15.2913	-15.2913	-15.2913	-15.2913	-15.2913	-15.2913	-15.2913
Gene_1779	-7.68969	-7.77789	-8.13277	-7.89038	-8.05311	-7.78039	-7.81402	-8.14402	-7.97258	-8.03572	-7.82024	-7.77161	-7.84432	-7.7292	-7.72752	-7.82258	-7.78969	-7.9238	-7.82756	-8.04551
Gene_1780	-12.1185	-12.3173	-11.9637	-12.1183	-12.1738	-12.1369	-12.2682	-11.9975	-12.044	-12.2018	-12.0865	-12.1577	-12.251	-12.4102	-12.1628	-11.7563	-12.2574	-12.3644	-12.1613	-11.9311
Gene_1781	-14.4355	-14.4355	-14.4355	-14.4355	-14.4355	-14.4355	-14.4355	-14.4355	-14.4355	-14.4355	-14.4355	-14.4355	-14.4355	-14.4355	-14.4355	-14.4355	-14.4355	-14.4355	-14.4355	-14.4355
Gene_1782	-9.46958	-9.1122	-9.50921	-9.10184	-9.07143	-9.21315	-8.95211	-8.96136	-9.12229	-8.75158	-9.08806	-8.90293	-8.96826	-9.20561	-9.40058	-8.87901	-9.08268	-9.00588	-8.80886	-9.12138
Gene_1783	-12.6018	-13.1046	-13.033	-12.8779	-12.8949	-12.8165	-12.99	-12.7358	-12.5787	-12.4841	-12.7717	-13.0916	-13.1874	-13.0968	-12.9134	-12.7453	-12.8159	-12.848	-12.9349	-12.8437
Gene_1784	-18.3875	-17.4331	-18.3656	-18.3153	-18.3681	-18.3518	-18.3322	-18.313	-18.3253	-18.2908	-18.3745	-18.3231	-18.3236	-18.3051	-18.3273	-18.3684	-18.2986	-17.8587	-18.3223	-18.3467
Gene_1785	-13.9294	-13.9457	-14.4047	-14.2378	-14.1566	-14.3114	-14.1866	-14.1371	-14.1121	-14.2654	-14.3618	-14.4093	-14.2756	-14.2838	-14.519	-13.96	-14.1557	-14.2638	-14.1823	-14.3723
Gene_1786	-9.46158	-9.76285	-9.63472	-9.51963	-9.59988	-9.95099	-9.7153	-9.32301	-9.35746	-8.89393	-9.4359	-9.5712	-9.75479	-9.3694	-9.77438	-9.91473	-9.63402	-9.5856	-9.78284	-9.70279
Gene_1787	-4.05407	-3.88276	-3.69901	-4.17345	-3.97675	-4.61589	-4.40601	-4.07671	-3.70463	-4.29205	-4.28047	-3.87352	-4.34345	-3.92383	-4.97816	-4.06784	-4.35883	-4.09919	-4.48151	-4.24053
Gene_1788	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368	-17.1368
Gene_1789	-17.2368	-17.2368	-17.2368	-17.2368	-17.2368	-17.2368	-17.2368	-17.2368	-17.2368	-17.2368	-17.2368	-17.2368	-17.2368	-17.2368	-17.2368	-17.2368	-17.2368	-17.2368	-17.2368	-17.2368
Gene_1790	-13.3235	-13.3356	-13.3323	-13.4034	-13.3412	-13.3752	-13.3609	-13.4738	-13.424	-13.3922	-13.4516	-13.2973	-13.4485	-13.3491	-13.4162	-13.1374	-13.3072	-13.2794	-13.4592	-13.4684
Gene_1791	-7.62436	-7.31274	-7.31216	-7.6468	-7.55612	-7.55327	-7.64697	-7.60979	-7.50039	-7.27019	-8.0615	-7.6551	-7.86297	-7.31724	-7.71845	-7.79322	-7.93819	-7.48481	-7.43642	-7.62109
Gene_1792	-10.7707	-10.6764	-10.866	-10.7665	-11.0896	-11.3974	-11.4399	-10.8748	-11.1364	-10.7255	-11.0712	-10.9771	-11.3424	-10.7836	-11.2722	-11.2384	-11.5129	-10.894	-11.1586	-11.4584
Gene_1793	-9.51152	-9.33987	-9.50606	-9.66573	-9.81927	-9.70761	-9.59971	-9.84875	-9.41189	-9.97387	-9.92441	-9.37206	-9.55267	-9.54371	-9.73141	-9.50269	-9.86946	-9.76785	-9.61902	-9.60962
Gene_1794	-9.93046	-9.83997	-9.9114	-9.63359	-9.84612	-10.0191	-10.2688	-9.83207	-9.99877	-10.0232	-10.0436	-9.776	-10.0358	-9.90256	-9.8245	-10.113	-9.9474	-9.66488	-10.605	-10.223
Gene_1795	-8.70402	-8.42647	-8.06186	-8.10158	-8.56242	-8.57728	-8.30785	-8.61191	-8.50911	-8.1163	-8.58648	-7.82955	-8.36428	-8.30925	-8.68968	-8.15312	-8.13239	-8.17065	-8.34746	-8.0693
Gene_1796	-13.4079	-13.3781	-13.2864	-13.3147	-13.2232	-13.7367	-13.4856	-13.386	-13.1767	-13.3783	-13.3178	-13.6693	-13.14	-13.1488	-13.5405	-13.6121	-13.1811	-13.2589	-13.0819	-13.5187
Gene_1797	-11.1194	-10.6899	-10.7178	-10.7046	-10.6682	-10.896	-10.9612	-10.9193	-10.8013	-11.0687	-10.946	-10.6701	-10.6632	-10.5701	-11.0373	-10.5525	-11.11	-11.057	-10.6157	-11.1531
Gene_1798	-10.5168	-10.072	-10.0823	-10.2305	-10.0127	-10.3891	-10.3809	-10.1935	-9.94993	-10.0384	-10.3347	-9.94461	-10.2584	-10.2629	-10.0868	-10.4222	-10.3901	-10.3131	-10.2933	-10.2522
Gene_1799	-11.755	-11.2917	-11.9432	-11.1392	-11.7681	-11.8349	-11.8413	-11.5622	-11.8988	-11.6195	-11.9107	-11.6092	-11.7853	-11.5746	-11.8161	-11.5943	-11.2585	-11.2584	-11.8665	-11.571
Gene_1800	-15.125	-14.8851	-15.0334	-15.569	-15.0445	-15.0612	-15.2787	-15.4352	-15.363	-14.9638	-15.6438	-15.1301	-15.3565	-15.2792	-15.6095	-15.416	-15.3776	-15.5342	-14.8201	-15.1334
Gene_1801	-11.3926	-11.1107	-11.295	-11.3899	-11.5068	-11.2119	-11.6441	-11.4622	-11.2353	-11.3584	-11.4201	-11.1439	-11.5688	-11.3677	-11.1908	-11.0052	-11.5426	-10.9333	-11.0157	-11.2611
Gene_1802	-11.4513	-11.6254	-11.9434	-11.5164	-11.5525	-11.2685	-11.6628	-11.5711	-10.975	-11.9445	-11.6128	-11.3554	-11.7057	-11.107	-11.4612	-11.6305	-11.7415	-11.2163	-11.3459	-11.5474
Gene_1803	-14.3824	-14.1723	-14.153	-14.5645	-13.7392	-14.55	-14.0328	-14.461	-13.6555	-13.7805	-14.2577	-13.4978	-13.8483	-14.0003	-14.3977	-13.8165	-14.093	-13.6502	-13.6779	-13.8313
Gene_1804	-9.95888	-9.61552	-9.64286	-9.83376	-9.70674	-10.0077	-10.119	-9.93304	-10.1553	-9.78924	-10.3845	-9.88035	-9.58044	-9.99167	-9.93458	-9.82063	-9.84884	-10.0546	-9.46875	-9.73339
Gene_1805	-14.4094	-14.0669	-14.4386	-14.0805	-14.19	-14.465	-14.3647	-14.1815	-14.3403	-14.2496	-14.433	-14.3327	-14.1871	-14.0348	-14.3104	-14.316	-14.2399	-14.2167	-14.1103	-14.3426
Gene_1806	-13.4331	-13.3456	-13.289	-13.327	-13.4596	-13.163	-13.7908	-13.2319	-13.5695	-13.6366	-13.3983	-13.1634	-13.6817	-13.6162	-13.3639	-13.6344	-13.1914	-13.1205	-13.1871	-14.2661
Gene_1807	-10.6656	-11.2422	-10.9833	-11.1637	-11.0139	-11.3486	-11.0672	-10.664	-10.9998	-10.7662	-11.647	-11.1132	-11.3541	-10.9668	-10.8929	-11.7479	-11.2549	-10.9916	-11.0581	-11.2311
Gene_1808	-12.7113	-12.1583	-12.6224	-12.4941	-12.7929	-12.7287	-12.576	-12.7015	-12.6836	-12.532	-12.5917	-12.6986	-12.6708	-12.6876	-12.7463	-12.3214	-12.4653	-12.6367	-12.413	-12.7492
Gene_1809	-11.7344	-11.7318	-11.6152	-11.6371	-11.7046	-12.1989	-11.8621	-11.4875	-11.675	-11.5894	-11.7105	-11.5899	-11.6106	-11.4737	-11.9696	-11.3251	-11.6508	-11.849	-11.7596	-12.0822
Gene_1810	-13.0547	-12.8036	-12.9396	-12.7772	-12.6444	-12.9799	-12.9719	-13.1611	-13.1315	-13.0006	-12.735	-12.7131	-13.3366	-13.0476	-12.7131	-12.786	-12.7709	-13.0107	-13.065	-12.845
Gene_1811	-11.6672	-11.3465	-11.4629	-11.5392	-11.6184	-11.4741	-11.7501	-11.2972	-11.4979	-11.5441	-11.4795	-11.4705	-11.6996	-11.5752	-11.5419	-11.7224	-11.7939	-11.5076	-11.8718	-11.6942
Gene_1812	-14.9856	-14.8943	-14.9666	-15.2798	-14.8891	-15.5769	-15.1093	-15.2682	-15.1967	-15.4641	-15.011	-15.4586	-14.4337	-15.5299	-15.0824	-15.3952	-15.5007	-14.6401	-15.455	-15.1829
Gene_1813	-15.9044	-15.6302	-15.5457	-15.8105	-15.8393	-16.111	-16.0511	-15.9879	-15.2176	-15.9082	-15.3347	-16.0216	-15.6701	-15.7698	-15.8557	-15.0859	-15.7428	-15.4355	-15.3466	-15.6087
Gene_1814	-15.5469	-15.5469	-15.5469	-15.5469	-15.5469	-15.5469	-15.5469	-15.5469	-15.5469	-15.5469	-15.5469	-15.5469	-15.5469	-15.5469	-15.5469	-15.5469	-15.5469	-15.5469	-15.5469	-15.5469
Gene_1815	-12.3968	-12.0522	-12.0185	-12.4283	-12.2034	-12.3681	-12.4388	-12.3285	-12.4763	-12.1283	-12.6775	-12.5492	-12.267	-12.1524	-12.6837	-12.2224	-12.4415	-12.0886	-12.1909	-12.1622
Gene_1816	-9.38169	-8.96327	-8.9246	-9.35582	-8.84081	-9.59926	-8.61719	-9.20617	-8.78135	-8.89094	-9.46313	-9.07887	-9.37083	-9.09584	-8.91956	-9.21695	-9.17445	-9.3852	-9.31012	-9.23781
Gene_1817	-7.08002	-7.18132	-7.42956	-7.36986	-7.11572	-7.10462	-7.61409	-7.18297	-6.9373	-7.23573	-7.18475	-6.83684	-7.17465	-7.1552	-6.99634	-7.36743	-6.61035	-7.47259	-7.221	-7.32608
Gene_1818	-14.9294	-14.9294	-14.9294	-14.9294	-14.9294	-14.9294	-14.9294	-14.9294	-14.9294	-14.9294	-14.9294	-14.9294	-14.9294	-14.9294	-14.9294	-14.9294	-14.9294	-14.9294	-14.9294	-14.9294
Gene_1819	-13.6029	-13.4779	-13.5423	-13.4741	-13.416	-13.3937	-13.3838	-13.4917	-13.4879	-13.4338	-13.472	-13.5513	-13.4272	-13.4595	-13.5497	-13.5077	-13.4908	-13.5251	-13.469	-13.4647
Gene_1820	-15.8348	-16.3125	-15.9271	-15.9235	-15.5807	-16.312	-15.9999	-16.1696	-16.4848	-16.37	-16.6265	-16.4781	-15.332	-16.137	-15.9783	-16.3666	-16.3974	-16.5307	-16.2059	-16.5491
Gene_1821	-11.6359	-11.6626	-11.5841	-11.5067	-11.863	-11.4673	-11.819	-11.5587	-11.1257	-11.4677	-11.4658	-11.6669	-11.395	-11.3908	-11.8376	-12.0951	-11.4516	-11.5509	-11.7328	-11.7931
