GeneID	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6
Gene_1508	-14.2952	-14.7652	-14.3021	-14.1196	-14.6715	-14.7885
Gene_1509	-12.0546	-11.9751	-12.0734	-12.1596	-11.5538	-11.8584
Gene_1510	-16.8753	-19.4605	-17.4856	-19.4732	-16.7775	-19.1999
Gene_1511	-10.7385	-11.1453	-10.7707	-11.2357	-10.7447	-10.8237
Gene_1512	-7.96935	-7.52944	-7.40353	-7.7126	-7.19574	-7.42094
Gene_1513	-15.5948	-14.9155	-15.1373	-15.442	-14.8727	-15.413
Gene_1514	-11.553	-11.6247	-10.8732	-11.3537	-10.7774	-11.1354
Gene_1515	-17.2524	-17.0109	-17.2478	-16.7725	-17.0952	-16.816
Gene_1516	-16.1161	-16.3939	-16.4805	-16.4003	-15.6194	-16.5622
Gene_1517	-11.2152	-11.6397	-11.0884	-11.4028	-11.7275	-11.4344
Gene_1518	-13.7057	-13.7288	-13.3205	-13.0407	-13.3466	-13.5885
Gene_1519	-15.3787	-15.0848	-15.1458	-15.3134	-14.9204	-15.3248
Gene_1520	-13.5041	-12.6581	-12.5034	-13.6975	-13.2024	-12.9049
Gene_1521	-17.3721	-16.9806	-16.8736	-19.4793	-19.2802	-19.206
Gene_1522	-13.6182	-13.6423	-13.3369	-14.0387	-13.5607	-13.7182
Gene_1523	-9.64662	-9.63235	-9.38462	-9.35996	-9.38853	-9.2447
Gene_1524	-10.8492	-10.8864	-11.077	-11.2925	-10.9084	-10.9651
Gene_1525	-10.8772	-11.3325	-10.4535	-11.1933	-11.0725	-11.0002
Gene_1526	-12.6729	-12.7339	-12.2802	-12.78	-12.6192	-13.231
Gene_1527	-8.84479	-8.45668	-8.78096	-8.70911	-8.80775	-8.80587
Gene_1528	-17.7606	-19.4792	-16.8833	-19.492	-19.2929	-16.7163
Gene_1529	-16.6101	-16.6101	-16.6101	-16.6101	-16.6101	-16.6101
Gene_1530	-10.7716	-10.6526	-10.5738	-11.2649	-10.5996	-11.1596
Gene_1531	-8.19353	-7.95143	-7.57771	-7.9013	-7.59478	-8.05109
Gene_1532	-11.3108	-11.1941	-11.3699	-11.6235	-11.4872	-11.5412
Gene_1533	-15.6625	-15.11	-14.9838	-15.6055	-15.4861	-15.7743
Gene_1534	-14.3872	-13.7296	-13.7422	-14.1911	-13.3798	-13.7387
Gene_1535	-13.5586	-13.5054	-13.2429	-13.504	-13.0795	-13.142
Gene_1536	-7.83952	-7.63292	-7.7133	-7.70513	-7.4245	-7.59813
Gene_1537	-8.07776	-8.53552	-8.74725	-8.24945	-7.9453	-8.43387
Gene_1538	-9.71984	-9.23238	-9.30988	-9.92113	-9.7634	-9.64837
Gene_1539	-10.046	-9.99881	-9.90422	-9.7643	-9.44769	-10.0331
Gene_1540	-20.3489	-17.7172	-19.5149	-19.6291	-19.4304	-17.4444
Gene_1541	-17.2288	-17.2288	-17.2288	-17.2288	-17.2288	-17.2288
Gene_1542	-13.8511	-13.7663	-13.1336	-13.699	-13.5733	-13.4147
Gene_1543	-14.2295	-13.8835	-13.8535	-14.2153	-13.709	-13.593
Gene_1544	-9.19923	-8.63118	-8.74052	-9.16757	-9.10505	-8.56472
Gene_1545	-10.7891	-10.7563	-10.7766	-10.7319	-10.3325	-10.8452
Gene_1546	-12.1404	-12.3701	-12.3148	-11.9783	-12.2589	-12.143
Gene_1547	-11.667	-11.7248	-11.3293	-11.9503	-11.5813	-11.724
Gene_1548	-13.9193	-13.7692	-13.3071	-13.9586	-13.3188	-13.7067
Gene_1549	-14.0122	-13.5408	-13.6406	-13.9105	-13.8198	-13.7044
Gene_1550	-15.0397	-15.1565	-14.9675	-15.0158	-15.1327	-15.1366
Gene_1551	-13.2479	-13.1258	-12.8865	-13.0758	-12.6273	-13.2464
Gene_1552	-17.0546	-17.0546	-17.0546	-17.0546	-17.0546	-17.0546
Gene_1553	-10.2819	-9.63272	-10.3784	-10.1938	-9.79413	-10.2255
Gene_1554	-14.2542	-14.25	-13.5166	-14.315	-13.9119	-14.4459
Gene_1555	-13.3392	-13.2681	-13.2518	-13.2655	-13.2686	-13.2683
Gene_1556	-15.5536	-15.7029	-16.0751	-15.9506	-15.5188	-15.2577
Gene_1557	-17.2288	-17.2288	-17.2288	-17.2288	-17.2288	-17.2288
Gene_1558	-14.117	-13.863	-14.0543	-14.088	-13.8748	-14.1853
Gene_1559	-13.7489	-13.8382	-13.926	-13.8938	-14.2662	-14.068
Gene_1560	-14.616	-14.5025	-13.4569	-14.1377	-14.0608	-13.9662
Gene_1561	-8.89285	-8.58869	-8.71692	-9.03489	-8.90035	-9.20449
Gene_1562	-14.1466	-14.2245	-14.2655	-13.8936	-13.702	-14.0166
Gene_1563	-15.8423	-15.3762	-15.4816	-15.5371	-15.3864	-15.8441
Gene_1564	-11.8027	-11.6052	-11.2454	-11.1416	-11.4551	-11.1959
Gene_1565	-13.347	-13.2047	-13.1677	-13.3514	-13.4064	-13.1782
Gene_1566	-7.69997	-7.65666	-7.32594	-7.78418	-7.30884	-7.82635
Gene_1567	-13.4111	-13.0854	-12.5046	-12.9605	-12.9349	-12.845
Gene_1568	-15.3631	-15.7406	-15.2595	-15.1829	-15.5419	-15.6324
Gene_1569	-12.1576	-11.7382	-11.8204	-11.6637	-11.3607	-12.1177
Gene_1570	-11.9909	-11.6431	-12.1623	-12.0816	-11.4602	-11.517
Gene_1572	-12.1387	-12.4578	-12.4579	-11.9945	-11.7538	-12.3413
Gene_1573	-18.3343	-19.4105	-15.7968	-16.9638	-16.1002	-19.1496
Gene_1574	-12.9703	-12.968	-12.8299	-13.1754	-12.9613	-12.9403
Gene_1575	-12.6348	-12.8452	-12.1111	-12.6871	-12.6061	-12.4626
Gene_1576	-12.1587	-11.6064	-11.0235	-11.744	-11.5481	-11.5217
Gene_1577	-15.5053	-15.7864	-15.6049	-15.6762	-15.4301	-15.6002
Gene_1578	-8.25254	-7.86739	-8.04372	-8.28064	-7.84553	-7.94734
Gene_1579	-16.3419	-16.3419	-16.3419	-16.3419	-16.3419	-16.3419
Gene_1581	-11.3321	-11.6725	-11.3767	-12.1096	-11.4596	-11.4794
Gene_1582	-15.9769	-16.3549	-15.4349	-15.7532	-15.7205	-15.4073
Gene_1583	-17.44	-17.44	-17.44	-17.44	-17.44	-17.44
Gene_1584	-11.225	-11.1248	-10.8592	-10.8627	-11.3145	-10.7742
Gene_1585	-16.3656	-16.1773	-15.8501	-16.335	-15.9602	-16.0885
Gene_1586	-11.9911	-12.192	-12.0709	-12.1314	-12.0318	-12.1768
Gene_1587	-14.1471	-13.8859	-14.0042	-13.987	-14.0441	-14.1689
Gene_1588	-16.6672	-16.5934	-16.5641	-16.6165	-16.5811	-16.5542
Gene_1589	-18.3902	-19.4996	-19.3979	-16.6364	-19.3133	-17.35
Gene_1591	-8.62386	-8.43586	-8.07774	-8.22365	-7.88684	-8.26194
Gene_1592	-10.3559	-10.2924	-10.0183	-10.182	-9.85154	-10.0397
Gene_1593	-12.7078	-13.0551	-12.2389	-12.4632	-12.4414	-12.6256
Gene_1594	-12.5829	-12.5446	-12.0576	-12.6884	-12.1873	-12.565
Gene_1595	-12.0018	-11.6291	-11.5022	-11.8496	-11.5974	-11.776
Gene_1596	-13.0089	-12.7696	-12.4751	-12.5948	-12.1226	-12.3404
Gene_1597	-10.5273	-10.2552	-9.93404	-9.86907	-9.89609	-10.0939
Gene_1598	-13.7891	-13.7891	-13.7892	-13.7891	-13.789	-13.7891
Gene_1599	-11.1283	-11.1885	-10.6337	-10.9208	-10.5794	-10.9526
Gene_1600	-18.4381	-19.5654	-19.4638	-17.0631	-19.3793	-19.3053
Gene_1601	-15.9137	-15.9586	-15.8906	-15.9598	-15.8985	-15.9833
Gene_1602	-14.16	-14.1148	-13.9264	-14.2057	-14.1362	-14.094
Gene_1603	-10.5785	-10.4424	-10.089	-9.87398	-10.0308	-10.3792
Gene_1604	-10.6883	-10.5051	-10.297	-10.139	-10.7268	-10.7404
Gene_1605	-15.7411	-15.7411	-15.7411	-15.7411	-15.7411	-15.7411
Gene_1606	-14.7369	-14.8682	-14.86	-14.8708	-14.8564	-14.8798
Gene_1607	-15.5698	-15.6784	-15.5489	-15.3573	-15.4242	-15.5778
Gene_1608	-14.5601	-14.5611	-14.5581	-14.5586	-14.5613	-14.5609
Gene_1609	-13.1584	-13.0227	-13.0544	-13.2471	-13.0295	-13.1565
Gene_1610	-12.8443	-12.2694	-12.7251	-12.9642	-12.5597	-13.0555
Gene_1611	-13.7451	-13.4853	-13.2235	-13.572	-13.1055	-13.5632
Gene_1612	-7.86573	-8.12597	-7.81004	-8.04364	-7.56917	-8.15151
Gene_1613	-15.1923	-15.1923	-15.1923	-15.1923	-15.1923	-15.1923
Gene_1614	-8.13287	-8.2246	-7.75554	-8.19886	-7.44271	-8.39047
Gene_1615	-16.5318	-16.273	-16.0759	-15.3	-15.5614	-15.9774
Gene_1616	-16.497	-16.1153	-16.3439	-16.1811	-16.1235	-16.1036
Gene_1617	-13.2267	-12.7475	-12.4232	-13.041	-13.1513	-12.9399
Gene_1618	-5.322	-5.26786	-4.79561	-4.83167	-5.08694	-5.01949
Gene_1619	-14.7488	-14.3812	-14.3876	-14.79	-14.0803	-14.4287
Gene_1620	-13.6632	-12.968	-12.782	-13.4766	-12.4235	-12.9253
Gene_1622	-13.0045	-12.9336	-12.742	-13.1277	-12.7059	-12.4498
Gene_1623	-14.5949	-14.7709	-14.5758	-14.6794	-14.5615	-14.8264
Gene_1624	-11.7534	-11.3551	-11.3277	-11.9213	-10.9993	-11.9461
Gene_1625	-9.37947	-9.18578	-8.91044	-9.38409	-9.32197	-9.21889
Gene_1626	-15.6871	-15.6898	-15.674	-15.6372	-15.714	-15.6645
Gene_1627	-18.3245	-18.3245	-18.3245	-18.3245	-18.3245	-18.3245
Gene_1628	-8.34778	-7.84411	-7.42228	-7.74759	-7.92792	-7.67015
Gene_1629	-14.58	-14.58	-14.58	-14.58	-14.58	-14.58
Gene_1630	-13.0492	-12.8035	-12.7771	-12.7804	-12.9549	-13.0002
Gene_1631	-15.5142	-15.5118	-15.5088	-15.5057	-15.5133	-15.5127
Gene_1632	-14.4329	-14.5923	-13.9597	-14.1346	-13.5075	-13.9932
Gene_1633	-17.0563	-16.5583	-16.177	-17.564	-15.5453	-19.1071
Gene_1634	-12.7415	-12.5404	-12.3218	-13.1232	-12.6169	-12.6797
Gene_1635	-13.7064	-13.54	-13.7074	-14.0088	-13.8994	-13.4477
Gene_1636	-10.1119	-9.66233	-9.39282	-10.2528	-9.72799	-9.91754
Gene_1637	-17.8745	-17.8745	-17.8745	-17.8745	-17.8745	-17.8745
Gene_1638	-11.9231	-12.3676	-11.7549	-11.9966	-11.6384	-11.8447
Gene_1639	-15.7146	-15.8541	-15.5941	-15.9739	-15.5057	-15.8842
Gene_1640	-14.508	-14.5927	-14.4623	-14.9318	-14.3734	-14.2063
Gene_1641	-15.2371	-15.1544	-15.1807	-15.204	-15.1323	-15.1836
Gene_1642	-7.34768	-7.48835	-7.12203	-7.59516	-7.32003	-7.58078
Gene_1643	-11.1228	-11.0479	-11.1949	-11.2133	-11.0324	-11.1319
Gene_1644	-11.223	-11.2652	-10.8854	-11.1733	-10.9837	-11.1502
Gene_1645	-10.3281	-10.2852	-10.1379	-10.5523	-10.0349	-10.4724
Gene_1646	-14.0965	-13.8226	-13.9402	-13.939	-13.904	-13.9532
Gene_1647	-15.5376	-16.0461	-15.8347	-15.6716	-16.0525	-16.2142
Gene_1648	-14.1886	-13.8623	-14.3849	-14.5655	-13.9706	-14.4993
Gene_1649	-15.8516	-15.1595	-15.6514	-15.4719	-15.6786	-15.5794
Gene_1650	-14.1728	-14.1258	-13.8506	-14.4344	-14.1429	-14.4789
Gene_1651	-11.8239	-11.7758	-11.432	-11.2532	-11.4573	-11.8256
Gene_1652	-7.80413	-8.335	-8.4786	-8.31586	-8.23589	-8.15893
Gene_1653	-12.3316	-12.0148	-11.8088	-12.0804	-11.7394	-11.8603
Gene_1654	-9.89741	-9.82459	-9.90333	-9.85246	-9.84212	-9.70278
Gene_1655	-10.0364	-10.1488	-10.2544	-10.6959	-9.92967	-10.0809
Gene_1656	-11.6172	-11.1392	-10.738	-11.4421	-10.4098	-11.8281
Gene_1657	-11.5514	-11.3342	-11.4363	-11.9515	-11.2913	-11.3281
Gene_1658	-20.349	-17.7172	-17.6107	-19.6292	-19.4305	-19.3565
Gene_1659	-13.8418	-13.8165	-13.4708	-13.4566	-13.2241	-13.5748
Gene_1660	-15.3734	-15.4388	-15.0541	-15.334	-14.8091	-14.8042
Gene_1661	-8.28848	-7.94687	-8.07845	-8.57602	-7.91771	-8.42596
Gene_1662	-14.4595	-13.8952	-14.1891	-14.4566	-14.0846	-14.251
Gene_1663	-8.50777	-7.93192	-7.92554	-8.22652	-7.90419	-8.35602
Gene_1664	-17.8202	-19.5654	-19.4638	-17.684	-19.3793	-19.3053
Gene_1665	-11.0422	-11.0871	-10.6683	-11.2278	-10.3768	-10.9238
Gene_1666	-11.0329	-11.0755	-10.7534	-10.7507	-10.7289	-11.0883
Gene_1667	-13.2348	-13.1026	-12.6564	-12.8537	-12.6655	-13.0529
Gene_1668	-14.2888	-14.0871	-14.2381	-14.1575	-14.2028	-14.1922
Gene_1669	-11.0989	-11.308	-11.1181	-11.7064	-11.4834	-11.7445
Gene_1670	-8.4831	-8.7048	-8.02793	-8.46229	-7.87003	-8.43321
Gene_1671	-14.6968	-14.6556	-14.0375	-14.7653	-14.3633	-14.4727
Gene_1672	-14.2482	-13.7979	-13.684	-14.1057	-13.7317	-13.7646
Gene_1673	-12.8703	-12.855	-12.8018	-12.9911	-12.2155	-12.8539
Gene_1674	-14.9951	-14.8936	-14.4682	-14.4962	-14.3319	-15.121
Gene_1675	-10.7574	-10.6114	-10.2897	-10.8397	-10.1856	-10.2908
Gene_1676	-9.4028	-9.18841	-8.76694	-9.64344	-9.38799	-9.46761
Gene_1677	-11.2948	-11.3567	-11.0921	-11.2327	-10.9211	-11.1402
Gene_1678	-12.8941	-12.4786	-12.3298	-12.4013	-12.2494	-13.0363
Gene_1679	-12.2979	-12.2384	-12.0896	-11.6946	-11.7709	-12.2396
Gene_1680	-20.2976	-19.5649	-16.9428	-19.5776	-17.4755	-19.3048
Gene_1681	-15.7851	-15.785	-15.785	-15.7851	-15.7851	-15.7851
Gene_1682	-20.2307	-19.4971	-17.5159	-17.0166	-16.8073	-19.2367
Gene_1683	-10.546	-10.1106	-10.0247	-10.3143	-10.1363	-10.1012
Gene_1684	-17.4254	-17.1909	-17.0204	-17.1942	-16.8558	-16.8348
Gene_1685	-13.1457	-12.9598	-12.7638	-13.237	-12.9836	-12.9675
Gene_1686	-8.3696	-8.50312	-8.10271	-8.28456	-7.86955	-8.47792
Gene_1687	-11.3661	-10.8418	-10.0825	-10.7221	-10.6503	-10.4787
Gene_1688	-13.0956	-12.6032	-12.9649	-13.0634	-13.3894	-12.8621
Gene_1689	-15.7541	-15.5274	-15.3606	-15.4903	-15.2846	-15.5228
Gene_1690	-15.1827	-15.472	-15.229	-15.5117	-15.3746	-15.426
Gene_1691	-12.646	-12.607	-12.6597	-12.6326	-12.7565	-12.8418
Gene_1692	-12.339	-12.4538	-12.0043	-12.1	-12.0992	-12.0799
Gene_1693	-14.0681	-13.9623	-13.7387	-13.8501	-13.3405	-13.7739
Gene_1694	-16.581	-16.3775	-16.3605	-16.3797	-16.5282	-16.4729
Gene_1695	-18.0745	-18.0745	-18.0745	-18.0745	-18.0745	-18.0745
Gene_1696	-14.4277	-14.3039	-14.6125	-14.4435	-14.5017	-14.592
Gene_1697	-15.5704	-15.3231	-15.3203	-15.3894	-15.2294	-15.2383
Gene_1698	-10.1799	-9.51079	-9.79419	-9.72512	-9.54143	-9.77749
Gene_1699	-9.56816	-9.07441	-9.13077	-8.98205	-8.9202	-9.13097
Gene_1701	-13.028	-12.7417	-12.7802	-13.0083	-13.233	-12.8469
Gene_1702	-5.95362	-5.62481	-5.18552	-6.05253	-5.79989	-5.6613
Gene_1703	-9.5143	-8.96989	-9.09924	-8.94383	-9.06519	-9.25649
Gene_1704	-14.4838	-14.4838	-14.4838	-14.4838	-14.4838	-14.4838
Gene_1705	-10.3766	-10.6405	-9.87972	-10.1657	-10.6492	-10.5271
Gene_1706	-13.2566	-13.3121	-12.7744	-13.1677	-12.5358	-12.9585
Gene_1707	-13.1292	-12.4116	-12.5243	-12.892	-12.6797	-12.7346
Gene_1708	-8.28844	-8.15321	-8.07169	-8.22396	-8.06996	-7.83472
Gene_1709	-16.069	-16.069	-16.069	-16.069	-16.069	-16.069
Gene_1710	-9.92574	-9.92824	-10.3259	-10.5164	-9.72686	-9.41645
Gene_1711	-15.5824	-15.5824	-15.5824	-15.5824	-15.5824	-15.5824
Gene_1712	-11.8193	-11.6591	-11.8814	-12.2203	-11.6509	-11.5541
Gene_1713	-13.769	-13.9248	-13.8777	-13.8422	-14.0361	-14.1294
Gene_1714	-13.4959	-13.023	-13.0963	-13.5632	-12.6345	-13.4792
Gene_1715	-6.27022	-5.70854	-5.81829	-6.10805	-5.8778	-5.75547
Gene_1716	-15.3452	-15.8107	-15.5923	-15.6334	-15.6096	-15.4922
Gene_1717	-8.58057	-8.70745	-8.33034	-8.56387	-8.18723	-8.65546
Gene_1718	-15.8032	-15.4543	-15.6672	-15.8226	-15.5789	-15.3352
Gene_1719	-13.7287	-13.6792	-13.177	-13.5302	-13.0742	-12.9925
Gene_1720	-9.84876	-9.28993	-9.79078	-9.93278	-9.62357	-9.67601
Gene_1721	-13.3047	-13.4114	-13.3825	-13.4225	-12.8833	-12.9954
Gene_1722	-12.8706	-12.6653	-12.4101	-12.7312	-12.8374	-13.0449
Gene_1723	-13.6694	-13.5867	-13.3314	-13.6578	-13.4448	-13.4866
Gene_1724	-13.1712	-13.392	-13.1041	-13.4806	-13.2479	-13.6307
Gene_1725	-11.0408	-11.1395	-10.308	-10.6807	-10.9417	-11.3544
Gene_1726	-11.6183	-11.554	-11.3949	-11.5901	-11.3004	-11.303
Gene_1727	-15.6197	-15.6197	-15.6199	-15.6197	-15.6198	-15.6198
Gene_1728	-11.4368	-11.1233	-10.7549	-11.56	-11.106	-11.315
Gene_1729	-12.2126	-12.1703	-12.2798	-12.1413	-12.0492	-12.4477
Gene_1730	-11.2581	-11.022	-10.7534	-11.154	-10.7162	-10.833
Gene_1731	-11.6223	-11.2018	-11.3539	-11.9085	-11.2702	-11.9009
Gene_1732	-11.6274	-11.9359	-11.2834	-11.7008	-11.3773	-11.8253
Gene_1733	-15.0864	-15.0863	-15.0863	-15.0863	-15.0863	-15.0863
Gene_1734	-15.4621	-15.7564	-15.621	-15.6878	-15.1568	-16.0752
Gene_1735	-11.3917	-11.5481	-11.0857	-11.2972	-11.2797	-11.5346
Gene_1736	-12.9169	-12.7331	-12.5077	-12.7663	-12.6927	-12.5762
Gene_1737	-9.8778	-9.95633	-9.44498	-9.8777	-10.0311	-9.83052
Gene_1738	-11.0439	-10.6372	-10.0368	-10.7494	-10.3112	-10.6263
Gene_1739	-9.01806	-8.78058	-8.21551	-8.75638	-8.21517	-8.6531
Gene_1740	-14.2505	-14.1468	-13.9067	-14.7627	-14.0393	-14.2574
Gene_1741	-14.2416	-14.1858	-14.1019	-14.1602	-14.126	-14.186
Gene_1742	-13.4358	-12.9224	-13.1336	-13.2903	-12.9231	-13.1103
Gene_1743	-16.2828	-15.6931	-15.4865	-15.7006	-15.6663	-16.0917
Gene_1744	-11.3831	-11.0022	-11.2101	-10.8972	-11.1444	-10.8812
Gene_1745	-6.33732	-6.82546	-6.21374	-6.52769	-6.71449	-6.56529
Gene_1746	-10.7527	-11.0551	-10.759	-11.1189	-10.3735	-10.9796
Gene_1747	-9.73225	-9.37066	-9.15662	-9.38993	-9.16577	-9.7123
Gene_1748	-15.1849	-15.07	-15.0627	-15.2192	-15.0428	-15.0452
Gene_1749	-10.8364	-10.5541	-10.6612	-10.9125	-10.7551	-10.6986
Gene_1750	-11.9685	-12.0877	-12.5134	-12.2565	-12.3666	-12.1933
Gene_1751	-17.0978	-17.5997	-19.3679	-19.4824	-16.7849	-19.2092
Gene_1752	-14.18	-13.4158	-13.537	-13.775	-13.7636	-13.7412
Gene_1753	-15.5923	-15.9382	-15.8001	-15.4287	-15.2343	-15.9977
Gene_1754	-8.68094	-8.70942	-8.74764	-8.79468	-8.69167	-8.77734
Gene_1755	-20.4612	-17.8146	-19.628	-19.7421	-19.5436	-19.4697
Gene_1756	-15.3134	-15.1412	-15.1571	-15.145	-15.0196	-15.1393
Gene_1757	-13.053	-13.045	-13.0152	-13.0873	-12.8869	-12.6084
Gene_1758	-16.3448	-16.1405	-15.8891	-16.0334	-16.0905	-16.0721
Gene_1759	-9.61817	-9.49943	-9.15374	-9.45922	-9.25072	-9.39349
Gene_1760	-9.90744	-9.47476	-10.0482	-10.0113	-9.91872	-9.96214
Gene_1761	-12.3703	-11.8367	-12.1899	-12.5805	-11.4756	-12.245
Gene_1762	-15.2025	-14.9983	-15.1458	-14.7254	-15.2888	-14.8472
Gene_1763	-16.3101	-16.0779	-16.3031	-16.3334	-15.9574	-16.0635
Gene_1764	-12.5381	-12.7236	-11.9603	-12.2748	-12.0662	-12.362
Gene_1765	-11.9353	-11.5821	-12.0313	-12.0215	-11.6729	-11.9805
Gene_1766	-12.5075	-12.4972	-11.85	-12.2047	-12.2867	-12.2617
Gene_1767	-13.9281	-13.5969	-13.3987	-13.8177	-13.6595	-13.5917
Gene_1768	-12.2993	-12.1581	-11.5574	-12.1411	-11.7859	-12.0401
Gene_1769	-14.6589	-14.5758	-14.3357	-14.3584	-14.3708	-14.4595
Gene_1770	-12.5864	-12.1702	-12.0997	-12.3748	-12.2488	-12.3671
Gene_1771	-12.3052	-11.9844	-12.0408	-12.2492	-12.2578	-12.4079
Gene_1772	-14.0725	-13.7734	-13.3551	-13.8173	-13.737	-13.4369
Gene_1773	-15.8055	-16.2893	-15.8672	-16.734	-15.7044	-15.7655
Gene_1774	-15.6026	-15.7106	-14.8945	-15.5805	-15.2689	-15.3559
Gene_1775	-12.2027	-11.647	-11.8581	-11.7294	-12.2881	-12.1353
Gene_1776	-12.1002	-11.722	-11.8289	-11.8193	-11.5583	-11.8481
Gene_1777	-10.8461	-10.6603	-10.3324	-10.3386	-9.83826	-10.4196
Gene_1778	-13.8067	-14.3415	-13.1154	-13.4605	-13.2634	-13.9038
Gene_1779	-15.5587	-15.7134	-15.3028	-15.1496	-15.4545	-16.0187
Gene_1780	-18.3577	-16.1024	-19.3473	-19.4619	-17.3951	-17.3174
Gene_1781	-12.9885	-13.172	-13.0944	-13.4546	-12.4833	-13.135
Gene_1782	-6.5375	-6.53193	-6.20906	-6.75233	-6.09905	-6.52399
Gene_1783	-15.5042	-15.4391	-15.474	-15.4606	-15.4761	-15.4861
Gene_1784	-13.0327	-12.7209	-12.4745	-13.2258	-12.1631	-12.7085
Gene_1785	-15.9105	-15.7705	-15.5536	-15.9644	-15.711	-15.8386
Gene_1786	-10.0892	-9.66251	-9.57272	-9.61814	-9.34311	-9.81575
Gene_1787	-13.7029	-14.0121	-13.6209	-13.8444	-13.6803	-13.2578
Gene_1788	-7.8068	-7.60111	-7.55121	-7.37467	-7.46002	-7.74889
Gene_1789	-12.719	-12.7584	-12.4366	-12.549	-12.6147	-13.0007
Gene_1790	-14.5553	-14.0464	-14.2363	-14.2087	-14.3223	-13.9998
Gene_1791	-13.9009	-13.6896	-13.9361	-13.9024	-13.7586	-13.925
Gene_1793	-13.7426	-13.5105	-13.4445	-13.4239	-13.4163	-13.7956
Gene_1794	-11.4969	-10.8829	-10.6479	-11.0917	-10.8622	-10.7876
Gene_1795	-14.7529	-14.6585	-14.8247	-14.8389	-14.705	-14.7743
Gene_1796	-13.2584	-13.1869	-12.4525	-13.4645	-13.081	-13.1402
Gene_1797	-16.011	-16.011	-16.011	-16.011	-16.011	-16.011
Gene_1798	-13.7294	-13.5692	-13.4237	-13.7506	-13.5175	-13.8641
Gene_1799	-15.1678	-15.1678	-15.1678	-15.1678	-15.1678	-15.1678
Gene_1800	-10.5625	-10.391	-9.84218	-10.4892	-10.1728	-10.3097
Gene_1801	-18.3056	-15.883	-16.819	-16.9393	-14.7863	-16.274
Gene_1802	-14.1431	-13.596	-13.8095	-13.7151	-13.556	-13.6224
Gene_1803	-3.46107	-3.67291	-3.53454	-3.96988	-3.89281	-3.68479
Gene_1804	-12.648	-12.6843	-12.4719	-12.365	-12.0836	-12.6711
Gene_1805	-13.8959	-13.901	-13.4094	-13.7785	-13.3351	-13.7659
Gene_1806	-15.1013	-15.0318	-14.9948	-15.0655	-14.9934	-15.0709
Gene_1807	-14.5623	-14.4199	-13.9084	-14.2912	-13.6728	-14.0626
Gene_1808	-14.3062	-14.2975	-14.005	-13.895	-13.4327	-13.665
Gene_1809	-9.17237	-9.22169	-9.05957	-9.18915	-9.45187	-9.47254
Gene_1810	-9.95535	-9.156	-9.22987	-9.91819	-9.29244	-9.11814
Gene_1811	-8.90547	-8.74713	-8.35264	-8.86874	-8.27398	-8.57113
Gene_1812	-17.565	-17.565	-17.565	-17.565	-17.565	-17.565
Gene_1813	-14.0566	-13.8845	-13.4813	-14.2628	-13.8236	-14.0049
Gene_1814	-20.3608	-19.6288	-16.99	-19.6415	-19.4429	-19.369
Gene_1815	-4.75993	-4.13767	-4.35231	-4.81225	-3.70593	-4.48581
Gene_1816	-12.2202	-12.2578	-11.6262	-12.318	-11.901	-12.4642
Gene_1817	-16.4142	-16.4832	-16.3107	-16.4456	-16.5399	-16.3687
Gene_1818	-14.7808	-14.7807	-14.7804	-14.7807	-14.7806	-14.7805
Gene_1819	-10.2624	-10.0274	-9.67645	-10.0887	-10.0201	-9.91542
Gene_1821	-17.7078	-17.7078	-17.7078	-17.7078	-17.7078	-17.7078
Gene_1822	-16.069	-16.069	-16.069	-16.069	-16.069	-16.069
Gene_1823	-17.8674	-19.6292	-19.5278	-19.6419	-19.4434	-19.3694
Gene_1824	-11.3179	-10.9913	-10.9494	-10.9193	-10.8518	-10.7725
Gene_1825	-16.1846	-15.8526	-15.4512	-16.1579	-16.1702	-16.3925
Gene_1826	-14.7828	-14.2149	-14.2565	-14.3156	-14.171	-14.4523
Gene_1827	-11.1955	-10.9373	-10.563	-11.0757	-10.6269	-10.6542
Gene_1828	-12.6621	-12.5972	-12.6165	-12.6791	-12.595	-12.6188
Gene_1829	-9.9774	-10.3917	-9.80462	-10.5328	-9.93601	-10.1346
Gene_1830	-7.67866	-7.1348	-7.22358	-7.20658	-6.73809	-7.55322
Gene_1831	-13.4313	-12.8977	-12.2658	-12.6407	-12.7687	-12.6698
Gene_1832	-13.2453	-13.1885	-12.8715	-13.1284	-13.3485	-13.4885
Gene_1833	-9.22027	-9.73272	-9.44244	-9.1614	-9.36072	-9.53319
Gene_1835	-15.4297	-15.4162	-15.3568	-16.0201	-15.7068	-15.673
Gene_1836	-13.1489	-12.8485	-12.8937	-12.8991	-12.9689	-13.1032
Gene_1837	-20.4612	-17.8146	-19.628	-19.7421	-19.5436	-19.4697
Gene_1838	-12.0539	-11.5193	-11.8051	-11.7112	-11.4928	-11.8167
Gene_1839	-10.176	-9.70903	-9.74666	-9.75867	-9.85462	-9.89795
Gene_1840	-14.8399	-14.7593	-14.1136	-14.4168	-14.5526	-14.826
Gene_1841	-17.1379	-17.1379	-17.1379	-17.1379	-17.1379	-17.138
Gene_1842	-14.2861	-14.0353	-14.0367	-14.3922	-14.2147	-13.9726
Gene_1843	-13.8831	-13.65	-13.6914	-13.9136	-13.5204	-13.787
Gene_1844	-17.2288	-17.2288	-17.2288	-17.2288	-17.2288	-17.2288
